campaign,age,age_youngest_child,branch,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,marital,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score
2.000,56.0,26.0,Catburg,56.0,M,0.000,0.000,0.000,60.0,47010.0,U,4.0,23.0,36.0,1.0,1.0,0.0,0.0,14.0,24.0,0.0
2.000,47.0,14.0,Kingsville,47.0,F,0.000,0.000,0.000,55.0,47011.0,M,2.0,0.0,12.0,2.0,2.0,1.0,0.0,11.0,32.0,0.0
2.000,45.0,18.0,Queensbury,45.0,F,0.000,0.000,0.000,66.0,47096.0,U,3.0,-3.0,0.0,0.0,1.0,0.0,0.0,7.0,25.0,0.0
2.000,39.0,8.0,Princeton,39.0,M,0.000,0.000,0.000,47.0,47108.0,S,5.0,16.0,24.0,3.0,0.0,0.0,0.0,14.0,37.0,0.0
2.000,40.0,14.0,Catburg,40.0,F,0.000,0.000,0.000,52.0,47135.0,U,7.0,0.0,12.0,3.0,0.0,0.0,0.0,7.0,39.0,0.0
2.000,47.0,19.0,Foxton,47.0,F,0.000,0.000,0.000,57.0,47053.0,S,5.0,37.0,48.0,2.0,0.0,1.0,1.0,8.0,33.0,8.822
3.000,52.0,23.0,Queensbury,52.0,F,0.000,0.000,0.000,50.0,47077.0,S,6.0,12.0,24.0,3.0,2.0,0.0,0.0,12.0,37.0,0.0
2.000,52.0,23.0,Queensbury,52.0,F,0.000,0.000,0.000,50.0,47077.0,S,6.0,12.0,24.0,3.0,2.0,0.0,0.0,12.0,37.0,0.0
1.000,17.0,0.0,Kingsville,17.0,M,0.000,0.000,0.000,76.0,47096.0,S,6.0,40.0,48.0,0.0,4.0,3.0,1.0,6.0,16.0,8.216
2.000,43.0,13.0,Foxton,43.0,M,0.000,0.000,0.000,75.0,47099.0,S,5.0,-6.0,0.0,0.0,0.0,1.0,0.0,8.0,15.0,0.0
2.000,38.0,9.0,Kingsville,38.0,F,0.000,0.000,0.000,60.0,47084.0,M,6.0,-1.0,0.0,1.0,4.0,1.0,0.0,9.0,30.0,0.0
2.000,42.0,11.0,Ravensville,42.0,F,0.000,0.000,0.000,56.0,47104.0,U,5.0,9.0,12.0,2.0,4.0,2.0,1.0,12.0,31.0,10.989
2.000,38.0,8.0,Princeton,38.0,F,0.000,0.000,0.000,60.0,47071.0,M,6.0,-5.0,0.0,1.0,2.0,1.0,0.0,4.0,34.0,0.0
3.000,38.0,8.0,Princeton,38.0,F,0.000,0.000,0.000,60.0,47071.0,M,6.0,-5.0,0.0,1.0,2.0,1.0,0.0,4.0,34.0,0.0
2.000,20.0,0.0,Queensbury,20.0,M,0.000,0.000,0.000,45.0,47056.0,S,5.0,9.0,12.0,4.0,0.0,4.0,1.0,17.0,37.0,8.932
3.000,20.0,0.0,Queensbury,20.0,M,0.000,0.000,0.000,45.0,47056.0,S,5.0,9.0,12.0,4.0,0.0,4.0,1.0,17.0,37.0,8.932
2.000,39.0,7.0,Queensbury,39.0,M,0.000,0.000,0.000,55.0,47100.0,S,4.0,-6.0,0.0,2.0,0.0,0.0,0.0,11.0,32.0,0.0
2.000,53.0,25.0,Catburg,53.0,F,0.000,0.000,0.000,49.0,47059.0,U,4.0,16.0,24.0,3.0,1.0,3.0,1.0,8.0,41.0,8.366
2.000,58.0,30.0,Foxton,58.0,M,0.000,0.000,0.000,49.0,47059.0,M,4.0,25.0,36.0,3.0,0.0,0.0,0.0,8.0,41.0,0.0
2.000,44.0,15.0,Kingsville,44.0,M,0.000,0.000,0.000,46.0,47111.0,U,4.0,19.0,24.0,4.0,1.0,0.0,0.0,10.0,42.0,0.0
2.000,56.0,32.0,Queensbury,56.0,F,0.000,0.000,0.000,49.0,47084.0,S,1.0,11.0,24.0,3.0,0.0,0.0,0.0,10.0,40.0,0.0
3.000,45.0,19.0,Queensbury,45.0,F,0.000,0.000,0.000,51.0,47150.0,S,3.0,12.0,24.0,3.0,0.0,0.0,0.0,11.0,37.0,0.0
3.000,30.0,2.0,Foxton,30.0,F,0.000,0.000,0.000,51.0,47146.0,M,4.0,41.0,48.0,3.0,0.0,0.0,0.0,7.0,40.0,0.0
2.000,30.0,2.0,Foxton,30.0,F,0.000,0.000,0.000,51.0,47146.0,M,4.0,41.0,48.0,3.0,0.0,0.0,0.0,7.0,40.0,0.0
2.000,40.0,11.0,Ravensville,40.0,M,0.000,0.000,0.000,64.0,47083.0,U,2.0,14.0,24.0,1.0,0.0,0.0,0.0,7.0,27.0,0.0
3.000,32.0,5.0,Princeton,32.0,M,0.000,0.000,0.000,49.0,47119.0,S,5.0,5.0,12.0,3.0,0.0,3.0,1.0,13.0,36.0,8.939
2.000,32.0,5.0,Princeton,32.0,M,0.000,0.000,0.000,49.0,47119.0,S,5.0,5.0,12.0,3.0,0.0,3.0,1.0,13.0,36.0,8.939
2.000,42.0,11.0,Princeton,42.0,M,0.000,0.000,0.000,52.0,47101.0,M,3.0,-1.0,0.0,3.0,3.0,0.0,0.0,10.0,37.0,0.0
2.000,37.0,8.0,Kingsville,37.0,F,0.000,0.000,0.000,48.0,47065.0,U,4.0,39.0,48.0,3.0,0.0,2.0,1.0,16.0,35.0,7.379
3.000,37.0,8.0,Kingsville,37.0,F,0.000,0.000,0.000,48.0,47065.0,U,4.0,39.0,48.0,3.0,0.0,2.0,1.0,16.0,35.0,7.379
2.000,29.0,0.0,Ravensville,29.0,F,0.000,0.000,0.000,53.0,47075.0,S,5.0,17.0,24.0,3.0,1.0,0.0,0.0,11.0,35.0,0.0
2.000,40.0,10.0,Foxton,40.0,F,0.000,0.000,0.000,35.0,47136.0,S,3.0,18.0,24.0,6.0,1.0,0.0,0.0,19.0,45.0,0.0
2.000,41.0,14.0,Princeton,41.0,F,0.000,0.000,0.000,30.0,47095.0,S,3.0,35.0,36.0,6.0,7.0,0.0,0.0,19.0,49.0,0.0
2.000,41.0,13.0,Princeton,41.0,M,0.000,0.000,0.000,58.0,47118.0,M,4.0,12.0,24.0,2.0,1.0,0.0,0.0,14.0,27.0,0.0
1.000,44.0,12.0,Queensbury,44.0,F,0.000,0.000,0.000,57.0,47091.0,U,2.0,40.0,48.0,2.0,1.0,4.0,1.0,11.0,31.0,10.8
3.000,36.0,11.0,Ravensville,36.0,F,0.000,0.000,0.000,67.0,47102.0,U,2.0,7.0,12.0,0.0,2.0,0.0,0.0,10.0,22.0,0.0
2.000,36.0,11.0,Ravensville,36.0,F,0.000,0.000,0.000,67.0,47102.0,U,2.0,7.0,12.0,0.0,2.0,0.0,0.0,10.0,22.0,0.0
1.000,36.0,7.0,Catburg,36.0,M,0.000,0.000,0.000,48.0,47090.0,M,6.0,12.0,24.0,3.0,4.0,2.0,1.0,12.0,38.0,11.266
3.000,36.0,7.0,Catburg,36.0,M,0.000,0.000,0.000,48.0,47090.0,M,6.0,12.0,24.0,3.0,4.0,2.0,1.0,12.0,38.0,11.266
3.000,38.0,4.0,Catburg,38.0,M,0.000,0.000,0.000,64.0,47106.0,M,6.0,35.0,36.0,1.0,0.0,0.0,0.0,12.0,22.0,0.0
2.000,38.0,4.0,Catburg,38.0,M,0.000,0.000,0.000,64.0,47106.0,M,6.0,35.0,36.0,1.0,0.0,0.0,0.0,12.0,22.0,0.0
2.000,30.0,1.0,Ravensville,30.0,M,0.000,0.000,0.000,48.0,47123.0,S,5.0,19.0,24.0,3.0,0.0,3.0,1.0,15.0,35.0,7.436
3.000,30.0,1.0,Ravensville,30.0,M,0.000,0.000,0.000,48.0,47123.0,S,5.0,19.0,24.0,3.0,0.0,3.0,1.0,15.0,35.0,7.436
3.000,26.0,0.0,Queensbury,26.0,M,0.000,0.000,0.000,40.0,47100.0,S,2.0,28.0,36.0,5.0,3.0,5.0,3.0,10.0,49.0,9.587
3.000,37.0,9.0,Catburg,37.0,F,0.000,0.000,0.000,66.0,47068.0,S,6.0,11.0,24.0,0.0,0.0,0.0,0.0,10.0,22.0,0.0
2.000,37.0,9.0,Catburg,37.0,F,0.000,0.000,0.000,66.0,47068.0,S,6.0,11.0,24.0,0.0,0.0,0.0,0.0,10.0,22.0,0.0
2.000,45.0,13.0,Ravensville,45.0,F,0.000,0.000,0.000,55.0,47146.0,M,4.0,34.0,36.0,2.0,2.0,0.0,0.0,8.0,35.0,0.0
3.000,49.0,22.0,Ravensville,49.0,F,0.000,0.000,0.000,54.0,47057.0,M,5.0,-4.0,0.0,2.0,0.0,0.0,0.0,12.0,33.0,0.0
2.000,42.0,12.0,Kingsville,42.0,M,0.000,0.000,0.000,66.0,47150.0,M,6.0,15.0,24.0,0.0,4.0,6.0,12.0,12.0,20.0,18.882
2.000,43.0,14.0,Foxton,43.0,F,0.000,0.000,0.000,64.0,47148.0,M,4.0,22.0,24.0,1.0,1.0,0.0,0.0,7.0,27.0,0.0
2.000,42.0,14.0,Foxton,42.0,F,0.000,0.000,0.000,59.0,47075.0,U,6.0,35.0,36.0,2.0,0.0,1.0,1.0,4.0,36.0,10.112
3.000,44.0,13.0,Foxton,44.0,M,0.000,0.000,0.000,67.0,47080.0,M,3.0,37.0,48.0,0.0,1.0,0.0,0.0,8.0,23.0,0.0
2.000,44.0,13.0,Foxton,44.0,M,0.000,0.000,0.000,67.0,47080.0,M,3.0,37.0,48.0,0.0,1.0,0.0,0.0,8.0,23.0,0.0
3.000,39.0,7.0,Catburg,39.0,M,0.000,0.000,0.000,67.0,47123.0,U,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0
2.000,38.0,11.0,Ravensville,38.0,F,0.000,0.000,0.000,39.0,47073.0,S,3.0,19.0,24.0,5.0,1.0,0.0,0.0,25.0,35.0,0.0
2.000,43.0,11.0,Ravensville,43.0,F,0.000,0.000,0.000,49.0,47132.0,U,6.0,6.0,12.0,3.0,1.0,4.0,3.0,10.0,39.0,11.287
2.000,40.0,13.0,Foxton,40.0,F,0.000,0.000,0.000,52.0,47081.0,U,4.0,21.0,24.0,3.0,1.0,0.0,0.0,19.0,28.0,0.0
3.000,40.0,13.0,Foxton,40.0,F,0.000,0.000,0.000,52.0,47081.0,U,4.0,21.0,24.0,3.0,1.0,0.0,0.0,19.0,28.0,0.0
2.000,46.0,17.0,Foxton,46.0,F,0.000,0.000,0.000,53.0,47143.0,U,5.0,38.0,48.0,3.0,1.0,0.0,0.0,13.0,32.0,0.0
2.000,39.0,8.0,Princeton,39.0,F,0.000,0.000,0.000,52.0,47102.0,S,4.0,-1.0,0.0,3.0,2.0,0.0,0.0,9.0,37.0,0.0
2.000,52.0,22.0,Foxton,52.0,F,0.000,0.000,0.000,51.0,47162.0,S,2.0,33.0,36.0,3.0,0.0,3.0,1.0,15.0,33.0,11.646
3.000,43.0,11.0,Queensbury,43.0,F,0.000,0.000,0.000,53.0,47208.0,S,7.0,-7.0,0.0,3.0,0.0,0.0,0.0,20.0,26.0,0.0
2.000,43.0,11.0,Queensbury,43.0,F,0.000,0.000,0.000,53.0,47208.0,S,7.0,-7.0,0.0,3.0,0.0,0.0,0.0,20.0,26.0,0.0
2.000,31.0,1.0,Queensbury,31.0,F,0.000,0.000,0.000,62.0,47224.0,U,4.0,16.0,24.0,1.0,0.0,0.0,0.0,6.0,30.0,0.0
2.000,40.0,8.0,Catburg,40.0,M,0.000,0.000,0.000,61.0,47192.0,U,6.0,37.0,48.0,1.0,1.0,5.0,3.0,7.0,30.0,9.66
2.000,32.0,0.0,Catburg,32.0,M,0.000,0.000,0.000,57.0,47194.0,S,2.0,24.0,36.0,2.0,4.0,5.0,2.0,12.0,30.0,8.587
4.000,43.0,15.0,Kingsville,43.0,M,0.000,0.000,0.000,60.0,47192.0,M,7.0,41.0,48.0,1.0,1.0,4.0,1.0,8.0,31.0,9.549
4.000,32.0,4.0,Queensbury,32.0,M,0.000,0.000,0.000,60.0,47192.0,S,7.0,12.0,24.0,1.0,2.0,3.0,2.0,8.0,31.0,8.474
3.000,33.0,4.0,Catburg,33.0,M,0.000,0.000,0.000,60.0,47182.0,S,6.0,35.0,48.0,1.0,2.0,0.0,0.0,13.0,25.0,0.0
2.000,33.0,4.0,Catburg,33.0,M,0.000,0.000,0.000,60.0,47182.0,S,6.0,35.0,48.0,1.0,2.0,0.0,0.0,13.0,25.0,0.0
2.000,48.0,22.0,Princeton,48.0,F,0.000,0.000,0.000,59.0,47223.0,U,4.0,23.0,36.0,2.0,0.0,2.0,1.0,17.0,23.0,8.16
3.000,48.0,22.0,Princeton,48.0,F,0.000,0.000,0.000,59.0,47223.0,U,4.0,23.0,36.0,2.0,0.0,2.0,1.0,17.0,23.0,8.16
3.000,39.0,4.0,Foxton,39.0,M,0.000,0.000,0.000,53.0,47192.0,M,3.0,16.0,24.0,2.0,1.0,0.0,0.0,18.0,27.0,0.0
2.000,53.0,26.0,Princeton,53.0,M,0.000,0.000,0.000,62.0,47228.0,U,5.0,-5.0,0.0,1.0,1.0,0.0,0.0,12.0,24.0,0.0
2.000,35.0,4.0,Ravensville,35.0,M,0.000,0.000,0.000,44.0,47229.0,U,5.0,27.0,36.0,4.0,3.0,0.0,0.0,17.0,37.0,0.0
3.000,35.0,4.0,Ravensville,35.0,M,0.000,0.000,0.000,44.0,47229.0,U,5.0,27.0,36.0,4.0,3.0,0.0,0.0,17.0,37.0,0.0
3.000,55.0,23.0,Catburg,55.0,F,0.000,0.000,0.000,61.0,47214.0,U,4.0,17.0,24.0,1.0,0.0,0.0,0.0,11.0,26.0,0.0
3.000,36.0,6.0,Foxton,36.0,F,0.000,0.000,0.000,67.0,47226.0,M,4.0,25.0,36.0,0.0,1.0,0.0,0.0,10.0,22.0,0.0
2.000,48.0,21.0,Kingsville,48.0,M,0.000,0.000,0.000,69.0,47172.0,M,4.0,12.0,24.0,0.0,0.0,3.0,1.0,4.0,26.0,8.939
1.000,48.0,21.0,Kingsville,48.0,M,0.000,0.000,0.000,69.0,47172.0,M,4.0,12.0,24.0,0.0,0.0,3.0,1.0,4.0,26.0,8.939
2.000,31.0,3.0,Catburg,31.0,F,0.000,0.000,0.000,70.0,47172.0,U,6.0,18.0,24.0,0.0,0.0,0.0,0.0,5.0,24.0,0.0
2.000,26.0,0.0,Catburg,26.0,M,0.000,0.000,0.000,51.0,47232.0,S,7.0,16.0,24.0,3.0,4.0,0.0,0.0,14.0,34.0,0.0
2.000,32.0,2.0,Queensbury,32.0,M,0.000,0.000,0.000,43.0,47204.0,U,3.0,32.0,36.0,4.0,0.0,0.0,0.0,9.0,47.0,0.0
3.000,32.0,2.0,Queensbury,32.0,M,0.000,0.000,0.000,43.0,47204.0,U,3.0,32.0,36.0,4.0,0.0,0.0,0.0,9.0,47.0,0.0
2.000,44.0,13.0,Queensbury,44.0,F,0.000,0.000,0.000,43.0,47228.0,S,7.0,6.0,12.0,4.0,1.0,3.0,2.0,12.0,43.0,11.01
1.000,43.0,15.0,Kingsville,43.0,F,0.000,0.000,0.000,41.0,47223.0,S,7.0,40.0,48.0,5.0,0.0,4.0,2.0,17.0,40.0,11.53
3.000,37.0,7.0,Queensbury,37.0,M,0.000,0.000,0.000,50.0,47152.0,U,7.0,34.0,36.0,3.0,1.0,0.0,0.0,13.0,36.0,0.0
3.000,33.0,3.0,Queensbury,33.0,M,0.000,0.000,0.000,54.0,47167.0,S,5.0,30.0,36.0,2.0,0.0,0.0,0.0,10.0,34.0,0.0
3.000,20.0,0.0,Kingsville,20.0,M,0.000,0.000,0.000,45.0,47196.0,S,7.0,18.0,24.0,4.0,0.0,0.0,0.0,10.0,43.0,0.0
2.000,25.0,0.0,Queensbury,25.0,F,0.000,0.000,0.000,54.0,47153.0,S,6.0,22.0,24.0,2.0,4.0,2.0,1.0,9.0,35.0,7.359
3.000,25.0,0.0,Queensbury,25.0,F,0.000,0.000,0.000,54.0,47153.0,S,6.0,22.0,24.0,2.0,4.0,2.0,1.0,9.0,35.0,7.359
4.000,25.0,0.0,Queensbury,25.0,F,0.000,0.000,0.000,54.0,47153.0,S,6.0,22.0,24.0,2.0,4.0,2.0,1.0,9.0,35.0,7.359
2.000,25.0,0.0,Kingsville,25.0,M,0.000,0.000,0.000,59.0,47241.0,S,6.0,40.0,48.0,2.0,0.0,3.0,2.0,8.0,31.0,10.21
4.000,25.0,0.0,Kingsville,25.0,M,0.000,0.000,0.000,59.0,47241.0,S,6.0,40.0,48.0,2.0,0.0,3.0,2.0,8.0,31.0,10.21
2.000,32.0,2.0,Ravensville,32.0,M,0.000,0.000,0.000,68.0,47151.0,U,3.0,20.0,24.0,0.0,3.0,0.0,0.0,8.0,23.0,0.0
2.000,49.0,20.0,Ravensville,49.0,M,0.000,0.000,0.000,40.0,47245.0,M,4.0,7.0,12.0,5.0,2.0,3.0,1.0,16.0,42.0,11.122
4.000,33.0,1.0,Foxton,33.0,M,0.000,0.000,0.000,69.0,47162.0,S,4.0,40.0,48.0,0.0,0.0,3.0,2.0,10.0,20.0,11.765
2.000,39.0,11.0,Queensbury,39.0,M,0.000,0.000,0.000,57.0,47242.0,S,7.0,6.0,12.0,2.0,0.0,3.0,28.0,8.0,33.0,34.766
2.000,32.0,1.0,Princeton,32.0,F,0.000,0.000,0.000,31.0,47207.0,U,7.0,24.0,36.0,6.0,2.0,3.0,1.0,15.0,52.0,9.549
2.000,39.0,9.0,Queensbury,39.0,M,0.000,0.000,0.000,31.0,47207.0,U,7.0,32.0,36.0,6.0,0.0,5.0,3.0,15.0,52.0,9.558
2.000,47.0,18.0,Foxton,47.0,M,0.000,0.000,0.000,53.0,47250.0,S,3.0,26.0,36.0,2.0,0.0,4.0,3.0,8.0,37.0,12.56
1.000,59.0,33.0,Kingsville,59.0,M,0.000,0.000,0.000,51.0,47173.0,M,3.0,22.0,24.0,3.0,2.0,4.0,2.0,5.0,42.0,8.366
2.000,47.0,21.0,Queensbury,47.0,F,0.000,0.000,0.000,73.0,47232.0,U,2.0,11.0,24.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0
2.000,35.0,5.0,Queensbury,35.0,M,0.000,0.000,0.000,48.0,47233.0,M,7.0,30.0,36.0,3.0,1.0,3.0,1.0,14.0,36.0,9.732
3.000,35.0,5.0,Queensbury,35.0,M,0.000,0.000,0.000,48.0,47233.0,M,7.0,30.0,36.0,3.0,1.0,3.0,1.0,14.0,36.0,9.732
2.000,66.0,38.0,Kingsville,66.0,M,0.000,0.000,0.000,74.0,47160.0,U,6.0,28.0,36.0,0.0,0.0,3.0,2.0,10.0,15.0,9.259
3.000,66.0,38.0,Kingsville,66.0,M,0.000,0.000,0.000,74.0,47160.0,U,6.0,28.0,36.0,0.0,0.0,3.0,2.0,10.0,15.0,9.259
3.000,32.0,3.0,Princeton,32.0,M,0.000,0.000,1.000,47.0,47161.0,S,7.0,21.0,24.0,3.0,0.0,2.0,5.0,10.0,41.0,12.314
2.000,32.0,2.0,Kingsville,32.0,M,0.000,0.000,0.000,68.0,47163.0,M,6.0,15.0,24.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0
2.000,66.0,36.0,Queensbury,66.0,M,0.000,0.000,0.000,69.0,47199.0,S,1.0,23.0,24.0,0.0,0.0,4.0,2.0,12.0,17.0,13.401
2.000,40.0,14.0,Foxton,40.0,F,0.000,0.000,0.000,57.0,47189.0,S,3.0,19.0,24.0,2.0,4.0,0.0,0.0,13.0,28.0,0.0
1.000,57.0,26.0,Catburg,57.0,F,0.000,0.000,0.000,63.0,47155.0,U,5.0,22.0,24.0,0.0,0.0,4.0,1.0,4.0,31.0,8.686
2.000,42.0,13.0,Princeton,42.0,F,0.000,0.000,0.000,56.0,47174.0,U,4.0,33.0,36.0,2.0,0.0,0.0,0.0,16.0,27.0,0.0
3.000,42.0,13.0,Princeton,42.0,F,0.000,0.000,0.000,56.0,47174.0,U,4.0,33.0,36.0,2.0,0.0,0.0,0.0,16.0,27.0,0.0
4.000,33.0,6.0,Catburg,33.0,M,0.000,0.000,0.000,50.0,47322.0,M,5.0,40.0,48.0,3.0,1.0,5.0,11.0,8.0,40.0,17.488
3.000,33.0,6.0,Catburg,33.0,M,0.000,0.000,0.000,50.0,47322.0,M,5.0,40.0,48.0,3.0,1.0,5.0,11.0,8.0,40.0,17.488
2.000,32.0,1.0,Catburg,32.0,F,0.000,0.000,0.000,47.0,47259.0,U,2.0,14.0,24.0,3.0,2.0,2.0,2.0,14.0,38.0,11.271
3.000,32.0,1.0,Catburg,32.0,F,0.000,0.000,0.000,47.0,47259.0,U,2.0,14.0,24.0,3.0,2.0,2.0,2.0,14.0,38.0,11.271
1.000,46.0,14.0,Kingsville,46.0,M,0.000,0.000,0.000,47.0,47331.0,M,6.0,29.0,36.0,3.0,2.0,3.0,1.0,9.0,43.0,7.989
2.000,41.0,10.0,Ravensville,41.0,F,0.000,0.000,0.000,62.0,47265.0,S,5.0,9.0,12.0,1.0,1.0,0.0,0.0,10.0,27.0,0.0
3.000,27.0,0.0,Catburg,27.0,F,0.000,0.000,0.000,47.0,47294.0,S,2.0,20.0,24.0,3.0,3.0,4.0,3.0,13.0,38.0,9.366
2.000,27.0,0.0,Catburg,27.0,F,0.000,0.000,0.000,47.0,47294.0,S,2.0,20.0,24.0,3.0,3.0,4.0,3.0,13.0,38.0,9.366
2.000,43.0,11.0,Ravensville,43.0,M,0.000,0.000,0.000,58.0,47276.0,S,3.0,-4.0,0.0,2.0,0.0,0.0,0.0,8.0,32.0,0.0
3.000,41.0,9.0,Foxton,41.0,F,0.000,0.000,0.000,58.0,47330.0,M,2.0,22.0,24.0,2.0,4.0,2.0,1.0,10.0,31.0,7.376
1.000,41.0,9.0,Foxton,41.0,F,0.000,0.000,0.000,58.0,47330.0,M,2.0,22.0,24.0,2.0,4.0,2.0,1.0,10.0,31.0,7.376
2.000,28.0,0.0,Foxton,28.0,F,0.000,0.000,0.000,52.0,47276.0,S,5.0,38.0,48.0,2.0,1.0,0.0,0.0,13.0,33.0,0.0
1.000,56.0,27.0,Catburg,56.0,M,0.000,0.000,0.000,55.0,47334.0,U,4.0,40.0,48.0,2.0,0.0,5.0,2.0,12.0,32.0,9.708
3.000,56.0,27.0,Catburg,56.0,M,0.000,0.000,0.000,55.0,47334.0,U,4.0,40.0,48.0,2.0,0.0,5.0,2.0,12.0,32.0,9.708
1.000,54.0,23.0,Ravensville,54.0,F,0.000,0.000,0.000,46.0,47260.0,U,5.0,22.0,24.0,3.0,0.0,3.0,2.0,10.0,42.0,11.024
2.000,16.0,0.0,Queensbury,16.0,F,0.000,0.000,0.000,70.0,47311.0,S,2.0,23.0,36.0,0.0,1.0,0.0,0.0,5.0,24.0,0.0
2.000,25.0,0.0,Kingsville,25.0,F,0.000,0.000,0.000,51.0,47326.0,S,3.0,34.0,36.0,2.0,3.0,1.0,1.0,11.0,37.0,11.382
3.000,25.0,0.0,Kingsville,25.0,F,0.000,0.000,0.000,51.0,47326.0,S,3.0,34.0,36.0,2.0,3.0,1.0,1.0,11.0,37.0,11.382
1.000,35.0,0.0,Princeton,35.0,M,0.000,0.000,0.000,53.0,47309.0,S,6.0,40.0,48.0,2.0,2.0,5.0,2.0,10.0,35.0,11.789
2.000,43.0,13.0,Foxton,43.0,F,0.000,0.000,0.000,49.0,47326.0,U,6.0,12.0,24.0,3.0,0.0,5.0,2.0,12.0,37.0,13.352
2.000,43.0,10.0,Queensbury,43.0,M,0.000,0.000,0.000,53.0,47309.0,M,5.0,30.0,36.0,3.0,7.0,0.0,0.0,10.0,36.0,0.0
2.000,67.0,40.0,Foxton,67.0,F,0.000,0.000,0.000,74.0,47376.0,S,6.0,34.0,36.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0
2.000,35.0,2.0,Foxton,35.0,M,0.000,0.000,0.000,52.0,47406.0,U,5.0,32.0,36.0,3.0,0.0,2.0,28.0,18.0,29.0,34.64
2.000,45.0,10.0,Princeton,45.0,M,0.000,0.000,0.000,61.0,47377.0,S,2.0,9.0,12.0,1.0,0.0,0.0,0.0,7.0,31.0,0.0
1.000,36.0,12.0,Catburg,36.0,F,0.000,0.000,0.000,58.0,47422.0,M,3.0,30.0,36.0,1.0,1.0,3.0,4.0,13.0,28.0,10.524
2.000,28.0,1.0,Catburg,28.0,F,0.000,0.000,0.000,51.0,47411.0,U,4.0,24.0,36.0,3.0,0.0,4.0,2.0,16.0,31.0,9.05
2.000,37.0,7.0,Queensbury,37.0,F,0.000,0.000,0.000,48.0,47364.0,M,2.0,37.0,48.0,3.0,3.0,0.0,0.0,13.0,38.0,0.0
1.000,43.0,12.0,Queensbury,43.0,M,0.000,0.000,0.000,46.0,47356.0,U,3.0,40.0,48.0,4.0,0.0,1.0,1.0,10.0,42.0,7.51
3.000,31.0,3.0,Ravensville,31.0,F,0.000,0.000,0.000,44.0,47409.0,M,3.0,-3.0,0.0,4.0,4.0,1.0,0.0,10.0,44.0,0.0
2.000,31.0,3.0,Ravensville,31.0,F,0.000,0.000,0.000,44.0,47409.0,M,3.0,-3.0,0.0,4.0,4.0,1.0,0.0,10.0,44.0,0.0
4.000,29.0,1.0,Kingsville,29.0,F,0.000,0.000,0.000,37.0,47406.0,S,7.0,40.0,48.0,5.0,0.0,1.0,1.0,15.0,47.0,11.424
2.000,48.0,17.0,Foxton,48.0,F,0.000,0.000,0.000,37.0,47409.0,S,4.0,33.0,36.0,5.0,0.0,0.0,0.0,19.0,42.0,0.0
2.000,34.0,3.0,Ravensville,34.0,F,0.000,0.000,0.000,52.0,47439.0,U,2.0,17.0,24.0,3.0,3.0,0.0,0.0,11.0,35.0,0.0
2.000,42.0,18.0,Foxton,42.0,F,0.000,0.000,0.000,45.0,47373.0,U,5.0,11.0,12.0,4.0,0.0,0.0,21.0,9.0,44.0,28.542
2.000,51.0,25.0,Kingsville,51.0,M,0.000,1.000,0.000,52.0,47383.0,M,4.0,30.0,36.0,3.0,1.0,0.0,0.0,7.0,39.0,0.0
2.000,23.0,0.0,Ravensville,23.0,F,0.000,0.000,0.000,60.0,47440.0,S,4.0,-5.0,0.0,1.0,3.0,1.0,0.0,10.0,28.0,0.0
2.000,29.0,0.0,Catburg,29.0,M,0.000,0.000,0.000,64.0,47369.0,S,4.0,20.0,24.0,0.0,3.0,3.0,1.0,8.0,26.0,11.273
3.000,27.0,0.0,Kingsville,27.0,F,0.000,0.000,0.000,64.0,47369.0,S,4.0,14.0,24.0,0.0,1.0,0.0,0.0,8.0,26.0,0.0
2.000,39.0,14.0,Foxton,39.0,F,0.000,1.000,0.000,60.0,47355.0,U,5.0,30.0,36.0,1.0,7.0,5.0,3.0,13.0,26.0,14.035
2.000,40.0,11.0,Catburg,40.0,M,0.000,0.000,0.000,44.0,47421.0,M,5.0,27.0,36.0,4.0,1.0,0.0,0.0,10.0,45.0,0.0
2.000,40.0,14.0,Kingsville,40.0,M,0.000,0.000,0.000,59.0,47424.0,S,5.0,27.0,36.0,1.0,0.0,4.0,1.0,12.0,27.0,9.966
1.000,41.0,13.0,Ravensville,41.0,F,0.000,0.000,0.000,59.0,47413.0,S,3.0,12.0,24.0,1.0,2.0,3.0,2.0,9.0,31.0,12.821
2.000,41.0,13.0,Ravensville,41.0,F,0.000,0.000,0.000,59.0,47413.0,S,3.0,12.0,24.0,1.0,2.0,3.0,2.0,9.0,31.0,12.821
2.000,40.0,12.0,Ravensville,40.0,M,0.000,0.000,0.000,50.0,47375.0,M,4.0,-4.0,0.0,3.0,1.0,0.0,0.0,7.0,41.0,0.0
2.000,41.0,11.0,Ravensville,41.0,F,0.000,0.000,0.000,50.0,47375.0,S,4.0,25.0,36.0,3.0,0.0,0.0,0.0,7.0,41.0,0.0
2.000,36.0,5.0,Catburg,36.0,F,0.000,0.000,0.000,55.0,47428.0,U,7.0,27.0,36.0,2.0,0.0,4.0,1.0,13.0,31.0,11.376
