Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,RelevantEducationLevel,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,InterviewScore,ResumeScore,RequestedBenefits,TotalWorkingYears,PreferredSkills,YearsAtCurrentCompany,RelevantExperience,JobType,SalaryExpectation,Ethnicity,Gender,HIRED
28,Travel_Rarely,Research & Development,5,Master,Technical Degree,Medium,Entry Level,Laboratory Technician,Single,4,Yes,High,High,Yes,5,Medium,2,2,full_time,Average,non-minority,Male,NO
34,Travel_Rarely,Human Resources,3,College,Human Resources,Medium,Entry Level,Human Resources,Married,4,No,Low,High,Yes,5,Medium,3,2,full_time,High,minority,Female,NO
32,Non-Travel,Research & Development,1,Master,Technical Degree,Medium,Intermediate,Research Scientist,Married,4,No,Low,Average,Yes,5,Medium,6,2,full_time,Average,minority,Male,NO
21,Travel_Rarely,Sales,22,Below College,Technical Degree,Medium,Entry Level,Sales Representative,Single,4,No,Low,High,Yes,5,Medium,3,2,full_time,Low,minority,Male,NO
22,Travel_Frequently,Research & Development,3,Master,Life Sciences,Medium,Entry Level,Research Scientist,Married,4,Yes,High,Average,Yes,5,Medium,0,2,contract,Low,minority,Female,NO
54,Travel_Rarely,Research & Development,22,Doctorate,Medical,Medium,Experienced,Manager,Married,4,No,Low,High,Yes,5,Medium,10,2,full_time,High,minority,Female,NO
38,Travel_Rarely,Research & Development,23,Master,Life Sciences,Medium,Intermediate,Healthcare Representative,Divorced,4,No,Low,Average,Yes,5,Medium,2,2,full_time,Average,minority,Male,NO
22,Non-Travel,Research & Development,16,College,Medical,Medium,Entry Level,Laboratory Technician,Divorced,4,Yes,Low,Average,Yes,5,Medium,1,2,full_time,Average,minority,Male,NO
40,Non-Travel,Research & Development,9,Doctorate,Life Sciences,Medium,Intermediate,Healthcare Representative,Married,4,No,Low,Outstanding,Yes,5,Medium,3,2,full_time,Average,minority,Male,NO
19,Travel_Rarely,Human Resources,2,College,Technical Degree,Medium,Entry Level,Human Resources,Single,4,No,High,High,Yes,5,Medium,1,2,full_time,Average,minority,Male,NO
49,Travel_Rarely,Research & Development,25,Master,Life Sciences,Medium,Entry Level,Laboratory Technician,Married,4,No,High,Outstanding,Yes,5,Medium,0.3,2,contract,High,non-minority,Female,NO
23,Travel_Rarely,Research & Development,10,Bachelor,Technical Degree,Medium,Entry Level,Research Scientist,Married,4,No,High,Outstanding,Yes,5,Medium,2,2,full_time,Average,non-minority,Male,NO
45,Non-Travel,Research & Development,23,College,Life Sciences,Medium,Intermediate,Laboratory Technician,Married,4,Yes,Low,High,Yes,5,Medium,9,2,full_time,Average,minority,Male,NO
27,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Medium,Entry Level,Research Scientist,Married,4,No,Low,High,Yes,5,Medium,4,2,contract,Average,minority,Male,NO
29,Travel_Rarely,Research & Development,25,Doctorate,Technical Degree,Medium,Entry Level,Research Scientist,Married,4,No,Low,Average,Yes,5,Medium,2,2,full_time,Average,minority,Female,NO
27,Travel_Rarely,Sales,23,Below College,Medical,Medium,Intermediate,Sales Representative,Married,4,No,High,Outstanding,Yes,5,Medium,9,2,full_time,High,non-minority,Female,NO
36,Travel_Frequently,Research & Development,18,Below College,Medical,Medium,Entry Level,Laboratory Technician,Single,4,No,High,Low,Yes,5,Medium,8,2,contract,High,non-minority,Female,NO
25,Travel_Rarely,Sales,18,Below College,Life Sciences,Medium,Intermediate,Sales Executive,Married,4,No,High,Average,Yes,5,Medium,3,2,full_time,Low,non-minority,Male,NO
31,Travel_Frequently,Research & Development,1,Below College,Life Sciences,Medium,Intermediate,Manufacturing Director,Married,4,No,Low,High,Yes,5,Medium,4,2,full_time,Average,minority,Female,NO
30,Non-Travel,Sales,22,Master,Other,Medium,Experienced,Sales Executive,Married,4,No,Low,High,Yes,5,Medium,9,2,full_time,Low,minority,Female,NO
19,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Medium,Entry Level,Laboratory Technician,Single,4,No,High,High,Yes,5,Medium,1,2,full_time,High,minority,Female,NO
38,Travel_Rarely,Research & Development,17,Below College,Life Sciences,Medium,Experienced,Healthcare Representative,Married,4,No,High,Low,Yes,5,Medium,19,2,full_time,High,non-minority,Female,NO
33,Travel_Rarely,Research & Development,14,Bachelor,Medical,Medium,Entry Level,Research Scientist,Married,4,No,Low,Outstanding,Yes,5,Medium,8,2,full_time,Average,minority,Female,NO
31,Travel_Rarely,Human Resources,18,Doctorate,Human Resources,Medium,Entry Level,Human Resources,Married,4,No,Low,High,Yes,5,Medium,1,2,full_time,High,minority,Female,NO
21,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,Medium,Entry Level,Laboratory Technician,Single,4,No,High,Low,Yes,5,Medium,1,2,full_time,Average,minority,Female,NO
38,Travel_Frequently,Research & Development,29,Doctorate,Life Sciences,Medium,Intermediate,Laboratory Technician,Single,4,No,Low,Outstanding,Yes,5,Medium,10,2,full_time,Low,minority,Female,NO
46,Travel_Frequently,Research & Development,1,Bachelor,Medical,Medium,Experienced,Healthcare Representative,Married,4,Yes,Low,High,Yes,5,Medium,10,2,full_time,Average,minority,Male,NO
44,Travel_Rarely,Research & Development,8,Master,Life Sciences,Medium,Entry Level,Laboratory Technician,Married,4,Yes,High,High,Yes,5,Medium,3,2,full_time,High,non-minority,Male,NO
30,Travel_Rarely,Research & Development,10,Bachelor,Medical,Medium,Experienced,Manufacturing Director,Single,4,No,High,Average,Yes,5,Medium,0,2,full_time,High,non-minority,Female,NO
43,Travel_Rarely,Research & Development,8,Master,Other,Medium,Intermediate,Healthcare Representative,Divorced,4,Yes,High,Outstanding,Yes,5,Medium,5,2,contract,High,non-minority,Female,NO
35,Travel_Rarely,Research & Development,6,Below College,Life Sciences,Medium,Entry Level,Research Scientist,Married,4,Yes,Low,Outstanding,Yes,5,Medium,3,2,full_time,Average,minority,Male,NO
30,Travel_Frequently,Research & Development,5,Master,Life Sciences,Medium,Entry Level,Research Scientist,Divorced,4,No,Low,Average,Yes,5,Medium,5,2,contract,Average,minority,Male,NO
40,Travel_Rarely,Research & Development,2,Bachelor,Medical,Medium,Intermediate,Laboratory Technician,Married,4,No,High,Average,Yes,5,Medium,1,2,full_time,High,minority,Female,NO
28,Travel_Rarely,Sales,5,Master,Medical,Medium,Intermediate,Sales Executive,Single,4,No,Low,Average,Yes,5,Medium,4,2,full_time,Average,minority,Male,NO
23,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Medium,Entry Level,Laboratory Technician,Married,4,Yes,High,High,Yes,5,Medium,0,2,full_time,High,minority,Male,NO
29,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Medium,Entry Level,Research Scientist,Married,4,No,High,Low,Yes,5,Medium,1,2,full_time,High,non-minority,Female,NO
34,Travel_Rarely,Sales,9,Below College,Life Sciences,Medium,Intermediate,Sales Executive,Married,4,No,Low,Low,Yes,5,Medium,6,2,full_time,High,minority,Female,NO
35,Travel_Rarely,Research & Development,23,Master,Medical,Medium,Entry Level,Laboratory Technician,Married,4,Yes,High,High,Yes,5,Medium,2,2,full_time,Average,non-minority,Female,NO
42,Travel_Rarely,Research & Development,24,Bachelor,Medical,Medium,Experienced,Manufacturing Director,Married,4,Yes,Low,Outstanding,Yes,5,Medium,10,2,full_time,High,minority,Male,NO
30,Travel_Frequently,Human Resources,8,Bachelor,Human Resources,Medium,Entry Level,Human Resources,Divorced,4,No,High,High,Yes,5,Medium,4,2,contract,Low,non-minority,Female,NO
30,Travel_Rarely,Research & Development,17,Master,Medical,Medium,Experienced,Manager,Married,4,Yes,High,Outstanding,Yes,5,Medium,9,2,full_time,High,non-minority,Female,NO
23,Travel_Rarely,Research & Development,10,Below College,Medical,Medium,Entry Level,Research Scientist,Single,4,No,High,Outstanding,Yes,5,Medium,2,2,full_time,High,non-minority,Male,NO
44,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,Medium,Experienced,Research Director,Married,4,No,High,High,Yes,5,Medium,20,2,full_time,Average,non-minority,Male,NO
40,Travel_Rarely,Research & Development,8,College,Life Sciences,Medium,Intermediate,Manufacturing Director,Married,4,Yes,High,Average,Yes,5,Medium,1,2,full_time,Average,minority,Female,NO
59,Travel_Rarely,Research & Development,18,Master,Medical,Medium,Experienced,Manufacturing Director,Single,4,No,High,Outstanding,Yes,5,Medium,9,2,contract,Average,non-minority,Male,NO
30,Travel_Rarely,Sales,9,Bachelor,Medical,Medium,Entry Level,Sales Representative,Single,4,No,Low,High,Yes,5,Medium,1,2,full_time,Average,minority,Male,NO
20,Travel_Rarely,Sales,2,Bachelor,Medical,Medium,Entry Level,Sales Representative,Single,4,No,Low,Low,Yes,5,Medium,2,2,full_time,High,minority,Female,NO
30,Travel_Rarely,Sales,8,College,Other,Medium,Experienced,Sales Executive,Divorced,4,No,Low,Low,Yes,5,Medium,8,2,full_time,Low,minority,Male,NO
25,Travel_Rarely,Research & Development,2,Below College,Other,Medium,Entry Level,Laboratory Technician,Divorced,4,Yes,Low,High,Yes,5,Medium,2,2,full_time,High,minority,Female,NO
49,Travel_Rarely,Research & Development,18,Master,Life Sciences,Medium,Experienced,Research Director,Divorced,4,Yes,Low,High,Yes,5,Medium,31,2,contract,High,minority,Male,NO
26,Travel_Rarely,Sales,4,Master,Marketing,Medium,Intermediate,Sales Executive,Single,4,Yes,Low,Average,Yes,5,Medium,8,2,full_time,Average,minority,Male,NO
36,Travel_Rarely,Sales,13,Doctorate,Marketing,Medium,Intermediate,Sales Executive,Divorced,4,Yes,High,Average,Yes,5,Medium,2,2,full_time,Average,non-minority,Male,NO
31,Travel_Rarely,Sales,2,Below College,Life Sciences,Medium,Intermediate,Sales Executive,Single,4,Yes,High,High,Yes,5,Medium,6,2,full_time,Average,non-minority,Male,NO
28,Travel_Rarely,Research & Development,27,Bachelor,Medical,Medium,Intermediate,Manufacturing Director,Divorced,4,No,Low,Average,Yes,5,Medium,0.3,2,full_time,High,minority,Female,NO
23,Travel_Rarely,Sales,2,Below College,Technical Degree,Medium,Entry Level,Sales Representative,Divorced,4,No,High,High,Yes,5,Medium,0,2,full_time,Average,minority,Male,NO
35,Travel_Rarely,Sales,8,Master,Life Sciences,Medium,Entry Level,Sales Representative,Married,4,No,Low,Average,Yes,5,Medium,3,2,full_time,High,minority,Female,NO
30,Travel_Rarely,Research & Development,20,Bachelor,Other,Medium,Intermediate,Manufacturing Director,Married,4,No,High,High,Yes,5,Medium,6,2,contract,Average,non-minority,Male,NO
30,Non-Travel,Research & Development,3,Bachelor,Life Sciences,High,Entry Level,Laboratory Technician,Married,2,No,High,High,Yes,3,Medium,2,1,full_time,High,non-minority,Male,YES
49,Travel_Rarely,Research & Development,8,College,Technical Degree,High,Entry Level,Laboratory Technician,Married,8,No,Average,High,Yes,17,Medium,13,9,full_time,Average,minority,Male,YES
35,Travel_Rarely,Research & Development,10,College,Life Sciences,Medium,Intermediate,Healthcare Representative,Married,6,Yes,Low,High,Yes,14,Low,11,7,full_time,Average,non-minority,Male,YES
30,Travel_Rarely,Research & Development,18,Bachelor,Life Sciences,High,Intermediate,Healthcare Representative,Married,3,No,High,High,Yes,10,Medium,7,1,contract,High,non-minority,Male,YES
57,Travel_Rarely,Research & Development,3,Bachelor,Medical,High,Experienced,Research Director,Married,3,Yes,Low,Average,No,33,High,8,6,full_time,High,non-minority,Female,YES
41,Travel_Rarely,Sales,8,Bachelor,Medical,High,Experienced,Manager,Divorced,2,No,High,Average,Yes,22,Medium,16,14,full_time,Average,non-minority,Female,YES
40,Travel_Rarely,Sales,22,College,Marketing,Medium,Intermediate,Sales Executive,Married,2,Yes,High,Low,Yes,8,Medium,5,4,contract,Average,minority,Male,YES
37,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,High,Entry Level,Laboratory Technician,Married,1,No,Average,High,Yes,8,High,8,6,full_time,Average,minority,Male,YES
27,Non-Travel,Research & Development,23,College,Technical Degree,Medium,Experienced,Healthcare Representative,Single,1,No,Low,Low,No,9,Low,9,7,full_time,Average,minority,Male,YES
30,Travel_Rarely,Research & Development,5,Below College,Life Sciences,Medium,Experienced,Research Director,Married,1,No,High,Average,Yes,10,High,9,8,full_time,Average,non-minority,Male,YES
42,Travel_Rarely,Research & Development,7,Bachelor,Other,High,Entry Level,Research Scientist,Married,7,No,Outstanding,Low,Yes,11,High,9,8,full_time,Average,minority,Male,YES
34,Travel_Rarely,Research & Development,6,Master,Life Sciences,High,Entry Level,Research Scientist,Divorced,4,No,High,Average,No,15,Medium,10,7,full_time,High,minority,Female,YES
38,Travel_Frequently,Research & Development,27,College,Life Sciences,High,Intermediate,Research Scientist,Divorced,1,No,High,Low,Yes,15,High,6,5,full_time,Low,non-minority,Female,YES
37,Travel_Rarely,Research & Development,4,Master,Life Sciences,Medium,Experienced,Manufacturing Director,Married,1,No,High,Low,Yes,15,Medium,6,2,full_time,High,non-minority,Female,YES
28,Travel_Rarely,Research & Development,20,Bachelor,Life Sciences,High,Intermediate,Manufacturing Director,Divorced,1,No,Low,High,No,9,Low,9,8,full_time,Low,non-minority,Female,YES
31,Non-Travel,Sales,1,Bachelor,Life Sciences,High,Experienced,Sales Executive,Divorced,1,Yes,High,Low,No,10,High,10,8,full_time,High,non-minority,Female,YES
29,Travel_Rarely,Sales,4,Bachelor,Life Sciences,High,Intermediate,Sales Executive,Married,1,No,Low,Average,Yes,7,Medium,3,3,contract,Average,non-minority,Male,YES
39,Travel_Rarely,Sales,6,Bachelor,Life Sciences,Medium,Experienced,Sales Executive,Divorced,6,Yes,Average,Average,No,14,High,11,9,full_time,Average,non-minority,Male,YES
29,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Medium,Entry Level,Laboratory Technician,Married,3,No,Average,Low,Yes,9,Medium,6,6,full_time,Average,non-minority,Female,YES
39,Travel_Rarely,Research & Development,4,College,Life Sciences,High,Experienced,Research Director,Single,4,No,Outstanding,High,No,16,High,7,7,full_time,Average,non-minority,Female,YES
37,Travel_Rarely,Research & Development,20,College,Technical Degree,High,Entry Level,Laboratory Technician,Divorced,2,No,High,Low,Yes,9,High,7,5,full_time,Average,non-minority,Male,YES
36,Travel_Rarely,Research & Development,4,College,Life Sciences,Medium,Intermediate,Laboratory Technician,Single,6,No,Average,High,No,16,Medium,13,11,contract,Average,non-minority,Male,YES
40,Travel_Rarely,Research & Development,24,Master,Life Sciences,Medium,Experienced,Manufacturing Director,Married,0,No,Average,Average,Yes,20,Medium,17,6,full_time,High,non-minority,Female,YES
30,Travel_Rarely,Sales,4,Bachelor,Life Sciences,High,Experienced,Sales Executive,Married,1,No,High,High,Yes,11,Medium,10,8,full_time,Average,minority,Female,YES
31,Travel_Rarely,Sales,6,Bachelor,Life Sciences,High,Intermediate,Sales Executive,Married,1,No,Low,High,Yes,7,Medium,2,2,contract,Average,non-minority,Male,YES
40,Travel_Rarely,Sales,22,Bachelor,Marketing,Medium,Intermediate,Sales Executive,Married,2,No,Outstanding,Low,No,12,High,6,2,full_time,Average,non-minority,Female,YES
33,Travel_Rarely,Human Resources,1,College,Human Resources,Medium,Entry Level,Human Resources,Married,1,No,High,Outstanding,Yes,5,Medium,5,4,full_time,Average,non-minority,Male,YES
40,Travel_Rarely,Research & Development,3,College,Medical,High,Experienced,Healthcare Representative,Divorced,0,No,Outstanding,Low,No,16,High,15,9,full_time,Average,non-minority,Male,YES
36,Travel_Rarely,Sales,27,Bachelor,Marketing,High,Intermediate,Sales Executive,Single,3,Yes,High,Low,Yes,10,Low,8,7,full_time,Average,non-minority,Male,YES
29,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,High,Entry Level,Human Resources,Divorced,0,No,High,Average,No,6,Medium,5,2,full_time,High,non-minority,Male,YES
51,Travel_Rarely,Sales,2,Bachelor,Marketing,Medium,Intermediate,Sales Executive,Divorced,2,No,Average,Low,Yes,29,Medium,14,7,full_time,Average,non-minority,Male,YES
38,Travel_Rarely,Research & Development,1,Bachelor,Medical,High,Entry Level,Laboratory Technician,Single,6,Yes,High,High,Yes,19,High,13,11,full_time,Average,non-minority,Male,YES
37,Travel_Rarely,Research & Development,14,College,Medical,Medium,Experienced,Research Director,Married,0,No,High,Average,No,12,High,11,9,full_time,Average,non-minority,Male,YES
32,Travel_Frequently,Research & Development,13,Bachelor,Life Sciences,Medium,Entry Level,Research Scientist,Single,0,No,Outstanding,Average,No,6,High,5,3,full_time,Average,non-minority,Female,YES
21,Non-Travel,Research & Development,19,Bachelor,Medical,Medium,Entry Level,Research Scientist,Single,1,No,Average,Average,No,1,High,1,0,full_time,Average,non-minority,Male,YES
36,Travel_Rarely,Sales,5,Bachelor,Medical,Medium,Experienced,Sales Executive,Married,1,No,Low,Average,No,10,Low,10,7,full_time,Average,non-minority,Male,YES
31,Travel_Rarely,Sales,7,Master,Life Sciences,Low,Intermediate,Sales Executive,Married,3,Yes,High,Average,No,11,High,7,6,full_time,High,non-minority,Male,YES
41,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,Medium,Entry Level,Laboratory Technician,Single,1,No,High,Low,No,9,High,7,5,full_time,High,non-minority,Female,YES
34,Non-Travel,Research & Development,7,College,Other,High,Intermediate,Healthcare Representative,Single,1,Yes,High,Average,Yes,10,High,9,7,full_time,High,non-minority,Female,YES
37,Travel_Rarely,Research & Development,6,Below College,Life Sciences,High,Entry Level,Research Scientist,Married,6,No,Average,High,No,8,Low,5,3,contract,Average,non-minority,Male,YES
43,Travel_Rarely,Sales,5,College,Medical,Medium,Experienced,Sales Executive,Single,0,No,Outstanding,Average,Yes,12,High,12,8,full_time,Average,minority,Male,YES
32,Non-Travel,Sales,1,Bachelor,Life Sciences,High,Experienced,Sales Executive,Divorced,1,Yes,High,Low,No,11,High,11,8,full_time,High,non-minority,Female,YES
33,Travel_Frequently,Research & Development,5,College,Life Sciences,High,Intermediate,Healthcare Representative,Single,2,No,Outstanding,High,No,13,Low,11,8,full_time,High,non-minority,Male,YES
27,Non-Travel,Research & Development,16,Bachelor,Medical,Medium,Entry Level,Research Scientist,Single,1,No,Average,Average,No,4,High,4,2,full_time,Average,non-minority,Male,YES
29,Travel_Rarely,Research & Development,6,Master,Life Sciences,High,Entry Level,Manufacturing Director,Single,1,No,Outstanding,High,No,9,Medium,9,7,full_time,High,non-minority,Female,YES
36,Travel_Frequently,Sales,2,Below College,Life Sciences,Low,Intermediate,Sales Executive,Single,3,No,Outstanding,Average,Yes,13,Medium,5,1,full_time,Average,non-minority,Male,YES
35,Travel_Frequently,Sales,2,Below College,Life Sciences,Low,Intermediate,Sales Executive,Single,3,No,Outstanding,Average,Yes,12,Medium,5,1,full_time,High,non-minority,Male,YES
28,Travel_Rarely,Research & Development,1,Below College,Medical,High,Entry Level,Laboratory Technician,Married,1,No,Average,High,No,10,High,10,6,full_time,Average,minority,Male,YES
45,Travel_Frequently,Research & Development,9,Bachelor,Life Sciences,High,Intermediate,Healthcare Representative,Married,5,No,Average,High,No,16,Medium,8,5,full_time,Average,non-minority,Female,YES
27,Travel_Rarely,Research & Development,1,Below College,Life Sciences,Medium,Entry Level,Research Scientist,Single,1,No,Low,High,Yes,1,Low,1,0,full_time,Average,non-minority,Female,YES
54,Travel_Rarely,Sales,4,Bachelor,Marketing,High,Experienced,Manager,Married,4,Yes,Average,High,Yes,33,Low,16,9,full_time,High,minority,Female,YES
48,Travel_Rarely,Sales,2,Bachelor,Marketing,Medium,Intermediate,Sales Executive,Divorced,2,No,Average,Low,Yes,26,Medium,13,7,full_time,Average,non-minority,Male,YES
29,Travel_Frequently,Sales,2,College,Life Sciences,Medium,Intermediate,Sales Executive,Single,1,No,High,Low,No,10,High,10,7,full_time,High,non-minority,Male,YES
32,Travel_Frequently,Research & Development,7,Bachelor,Medical,High,Entry Level,Research Scientist,Divorced,1,Yes,Average,High,Yes,5,High,5,2,contract,Average,non-minority,Male,YES
35,Travel_Frequently,Human Resources,8,Bachelor,Human Resources,Low,Intermediate,Human Resources,Married,1,No,High,High,No,9,Medium,7,5,full_time,High,non-minority,Male,YES
36,Travel_Rarely,Research & Development,8,Bachelor,Medical,High,Intermediate,Manufacturing Director,Divorced,1,No,High,High,No,16,High,14,11,full_time,Average,non-minority,Female,YES
44,Travel_Rarely,Research & Development,7,College,Medical,Medium,Experienced,Research Director,Divorced,2,Yes,High,Average,Yes,25,High,24,5,contract,Average,non-minority,Female,YES
31,Travel_Rarely,Research & Development,11,College,Life Sciences,Medium,Intermediate,Research Scientist,Married,0,No,High,Average,Yes,10,Medium,8,6,full_time,Low,non-minority,Female,YES
41,Travel_Rarely,Sales,11,College,Medical,Medium,Intermediate,Sales Executive,Single,7,No,High,Average,No,13,High,10,3,contract,Average,non-minority,Female,YES
26,Travel_Frequently,Research & Development,5,Bachelor,Life Sciences,High,Entry Level,Research Scientist,Married,1,Yes,High,High,No,6,High,6,4,full_time,Average,non-minority,Female,YES
35,Travel_Rarely,Sales,12,College,Marketing,Medium,Intermediate,Sales Executive,Married,1,No,Average,Low,Yes,6,Medium,6,3,full_time,Average,non-minority,Male,YES
49,Travel_Rarely,Sales,12,Bachelor,Marketing,High,Experienced,Manager,Married,3,Yes,Outstanding,Low,Yes,24,Medium,15,10,full_time,High,minority,Female,YES
47,Travel_Rarely,Research & Development,24,Below College,Life Sciences,High,Entry Level,Laboratory Technician,Married,0,No,High,High,No,19,High,19,8,full_time,Low,non-minority,Male,YES
31,Travel_Frequently,Research & Development,5,Bachelor,Life Sciences,Medium,Intermediate,Research Scientist,Married,1,No,Average,Low,No,11,Low,10,8,full_time,Average,non-minority,Male,YES
29,Travel_Rarely,Research & Development,6,Below College,Life Sciences,High,Entry Level,Research Scientist,Married,1,No,High,Low,Yes,10,High,10,8,full_time,Average,minority,Male,YES
50,Travel_Rarely,Sales,7,College,Marketing,Medium,Experienced,Sales Executive,Married,7,Yes,High,High,No,30,Medium,5,2,full_time,High,non-minority,Female,YES
49,Travel_Rarely,Human Resources,10,College,Medical,Medium,Experienced,Human Resources,Married,2,No,Average,High,Yes,20,Low,15,10,full_time,High,minority,Male,YES
27,Travel_Rarely,Sales,2,Below College,Marketing,High,Entry Level,Sales Representative,Divorced,0,No,Low,Low,No,5,Medium,4,3,full_time,Low,non-minority,Male,YES
35,Travel_Rarely,Human Resources,12,Bachelor,Human Resources,Medium,Entry Level,Human Resources,Married,3,No,Average,Average,Yes,7,Medium,5,2,full_time,Average,non-minority,Male,YES
26,Travel_Frequently,Research & Development,5,College,Medical,Medium,Entry Level,Research Scientist,Married,1,Yes,Average,Average,No,5,Medium,5,4,contract,High,non-minority,Female,YES
41,Travel_Rarely,Sales,21,Bachelor,Medical,Medium,Experienced,Sales Executive,Married,3,Yes,High,Average,Yes,21,Medium,14,12,full_time,Average,minority,Female,YES
31,Travel_Rarely,Research & Development,10,College,Life Sciences,Medium,Intermediate,Research Scientist,Married,0,No,High,Average,Yes,10,Medium,8,5,full_time,Low,non-minority,Female,YES
28,Travel_Frequently,Research & Development,9,College,Medical,High,Entry Level,Laboratory Technician,Single,2,No,High,High,No,10,High,8,7,full_time,Average,minority,Female,YES
31,Travel_Rarely,Sales,9,Master,Life Sciences,Low,Intermediate,Sales Executive,Married,3,Yes,High,Average,No,11,High,7,5,full_time,High,non-minority,Male,YES
39,Travel_Rarely,Research & Development,23,College,Medical,High,Entry Level,Healthcare Representative,Married,3,Yes,Average,Average,Yes,8,Low,6,4,contract,Average,non-minority,Female,YES
49,Travel_Rarely,Research & Development,2,Below College,Life Sciences,Medium,Experienced,Healthcare Representative,Married,5,Yes,High,High,No,26,Medium,10,4,full_time,Average,minority,Female,YES
34,Travel_Rarely,Research & Development,16,Bachelor,Medical,High,Entry Level,Research Scientist,Single,2,No,Outstanding,Average,No,7,High,6,3,full_time,Low,non-minority,Female,YES
36,Travel_Rarely,Sales,17,Bachelor,Medical,High,Intermediate,Sales Executive,Married,0,No,Low,High,Yes,6,Medium,4,2,full_time,Average,non-minority,Male,YES
41,Travel_Rarely,Research & Development,13,Bachelor,Medical,High,Intermediate,Manufacturing Director,Divorced,1,No,High,High,No,17,High,12,9,full_time,Average,non-minority,Female,YES
37,Travel_Rarely,Human Resources,14,Bachelor,Human Resources,High,Entry Level,Human Resources,Married,4,No,Average,Average,Yes,8,Medium,5,2,full_time,Average,non-minority,Male,YES
25,Travel_Rarely,Research & Development,9,Below College,Medical,Low,Entry Level,Laboratory Technician,Married,2,Yes,Low,Low,Yes,5,Medium,4,3,full_time,Average,non-minority,Male,YES
33,Travel_Rarely,Sales,1,Bachelor,Marketing,High,Experienced,Sales Executive,Single,1,No,High,Low,No,13,High,13,8,full_time,High,non-minority,Male,YES
36,Travel_Rarely,Sales,21,Below College,Marketing,High,Intermediate,Sales Executive,Single,5,No,Outstanding,Low,No,15,Medium,7,7,full_time,Average,minority,Male,YES
35,Non-Travel,Sales,7,College,Marketing,Medium,Experienced,Sales Executive,Married,4,Yes,Outstanding,Average,Yes,15,Medium,12,2,full_time,Low,non-minority,Female,YES
36,Travel_Frequently,Sales,1,Bachelor,Medical,Low,Intermediate,Sales Executive,Divorced,1,No,High,High,Yes,7,Medium,7,4,full_time,Average,non-minority,Male,YES
33,Travel_Rarely,Research & Development,1,College,Life Sciences,Medium,Entry Level,Research Scientist,Married,1,Yes,High,Outstanding,Yes,5,Medium,5,4,full_time,Average,minority,Male,YES
43,Travel_Frequently,Research & Development,1,College,Medical,High,Entry Level,Research Scientist,Divorced,1,Yes,Average,High,No,6,Medium,4,2,contract,Average,non-minority,Male,YES
27,Travel_Frequently,Sales,2,Below College,Medical,High,Intermediate,Sales Executive,Divorced,1,Yes,High,Low,Yes,5,High,5,4,full_time,High,minority,Female,YES
47,Travel_Frequently,Research & Development,3,Bachelor,Medical,Medium,Experienced,Manager,Married,1,No,High,High,Yes,26,Medium,11,3,full_time,Average,non-minority,Male,YES
35,Non-Travel,Sales,2,Bachelor,Life Sciences,High,Intermediate,Sales Executive,Married,7,No,Average,High,No,12,Medium,10,7,full_time,Average,minority,Female,YES
46,Travel_Rarely,Sales,4,College,Marketing,Medium,Experienced,Sales Executive,Married,3,Yes,High,Outstanding,No,27,Medium,11,3,full_time,High,non-minority,Female,YES
41,Travel_Frequently,Research & Development,1,Below College,Medical,Medium,Entry Level,Research Scientist,Single,0,Yes,High,High,No,19,Medium,19,15,contract,High,non-minority,Male,YES
37,Travel_Frequently,Research & Development,9,Bachelor,Life Sciences,Medium,Intermediate,Laboratory Technician,Single,2,Yes,High,High,No,9,Medium,6,3,full_time,Average,minority,Male,YES
26,Travel_Rarely,Research & Development,1,Below College,Medical,High,Entry Level,Laboratory Technician,Married,1,No,High,High,No,8,High,8,5,full_time,Average,minority,Male,YES
41,Travel_Rarely,Sales,3,College,Medical,High,Experienced,Sales Executive,Single,0,No,Outstanding,Average,Yes,15,High,14,9,full_time,Average,minority,Male,YES
29,Travel_Rarely,Sales,4,Bachelor,Marketing,High,Entry Level,Sales Representative,Divorced,1,No,Average,Low,No,6,Medium,4,3,full_time,Average,non-minority,Male,YES
38,Travel_Rarely,Sales,7,Bachelor,Life Sciences,Medium,Experienced,Sales Executive,Divorced,7,Yes,Low,Average,No,14,High,12,10,full_time,Average,non-minority,Male,YES
28,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,High,Intermediate,Healthcare Representative,Married,2,No,High,Average,Yes,9,High,7,2,contract,Average,non-minority,Male,YES
49,Travel_Frequently,Sales,8,Bachelor,Life Sciences,High,Experienced,Manager,Divorced,3,Yes,Average,Low,No,29,High,27,9,full_time,High,non-minority,Male,YES
37,Travel_Rarely,Research & Development,1,College,Other,Medium,Intermediate,Manufacturing Director,Married,2,No,High,High,Yes,12,Low,8,7,full_time,High,minority,Female,YES
